,State,full,climate_policy_index,ren_share_22,state_ems_change_1621,State_Effective_Tax_Rate,Right_to_work,ind_elec_price,man_share,worker_pay.y,gdp_17_22,cnbc_rank,demshare,demshare_statesenate,demshare_statehouse,dem_governor,dem_statecontrol,subs_m,incent_gdp,corruption_rank,liberal,pro_environment,pro_welfare,pro_race,LCVavg,other_spend_budget,budget_gdp
1,SD,South Dakota,0.226809348,76.5,2.379,0.08,0,23.56,20.41564124,54610.3391,6.5,34,0.365652201,0.114285714,0.1,0,0,86.342946,0.001571034,46,14.48838961,0.529352009,0.222519398,0.247762593,53,31.94226039,8.897475084
2,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,6.506045182,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
3,GA,Georgia,0.270791424,5.1,-14.13,0.09,0,25.36,13.36213124,56979.44017,12.4,4,0.501283338,0.410714286,0.433333333,0,0,4852.224547,0.007398632,33,16.56847228,0.557669342,0.25764463,0.330139784,19,24.19094554,8.53187318
4,NY,New York,0.694948106,7.1,-8.289,0.16,1,22.13,9.07985281,68111.90349,8.5,20,0.617168349,0.666666667,0.68,1,1,9845.224887,0.005582698,41,27.28226444,0.606758833,0.239969901,0.372098672,94,31.94444444,9.998813056
5,NM,New Mexico,0.366152262,62.8,-6.054,0.1,1,19.22,5.094404619,57064.54288,8.7,43,0.555184902,0.642857143,0.642857143,1,1,208.981308,0.002062689,26,22.01958325,0.557929695,0.261076653,0.336403407,84.5,25.26109761,20.44877382
6,MI,Michigan,0.46898979,10.3,-4.329,0.09,1,24.41,14.50658919,62656.04184,6.9,10,0.514135593,0.526315789,0.509090909,1,1,6626.089836,0.01227285,12,20.2962042,0.634667099,0.229661059,0.29159196,78,29.95383747,11.58491082
7,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,16.07898756,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
8,AK,Alaska,0.128704935,2.6,16.365,0.05,1,54.02,1.496320026,68008.01641,-6,50,0.447381513,0.45,0.325,0,0,54.156709,0.001076351,50,15.69400292,0.550684392,0.221080397,0.259023311,18,39.46254734,19.39519311
9,WI,Wisconsin,0.43024134,4.1,-3.3,0.11,0,24.88,22.60338044,62694.97699,4.3,33,0.503179523,0.303030303,0.353535354,1,0.5,448.399748,0.001335761,10,19.33653858,0.547334492,0.217414129,0.273797082,72.5,41.08567778,15.11856477
10,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,10.86905544,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
11,GA,Georgia,0.270791424,5.1,-14.13,0.09,0,25.36,10.0039617,56979.44017,12.4,4,0.501283338,0.410714286,0.433333333,0,0,4852.224547,0.007398632,33,16.56847228,0.557669342,0.25764463,0.330139784,19,24.19094554,8.53187318
12,GA,Georgia,0.270791424,5.1,-14.13,0.09,0,25.36,11.47606001,56979.44017,12.4,4,0.501283338,0.410714286,0.433333333,0,0,4852.224547,0.007398632,33,16.56847228,0.557669342,0.25764463,0.330139784,19,24.19094554,8.53187318
13,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,4.927290319,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
14,ME,Maine,0.600598157,29.7,-10.81,0.12,1,32.33,4.681491982,60448.89726,14.9,39,0.544646065,0.628571429,0.529801325,1,1,65.847345,0.000909324,21,22.18894992,0.590282917,0.240399539,0.271811808,50,36.12740188,13.76686289
15,LA,Louisiana,0.261831466,0.5,-0.298,0.09,0,22.1,7.320088246,79001.69747,-3.6,49,0.405355595,0.282051282,0.304761905,0,0,6900.755748,0.029839519,48,13.85816272,0.58442986,0.267211686,0.361926686,25.5,27.53389457,12.84996416
16,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,14.39207809,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
17,OR,Oregon,0.687848302,18.8,2.317,0.11,1,19.96,8.51732196,72774.82964,12.9,21,0.58307157,0.566666667,0.583333333,1,1,1172.804994,0.004604501,1,22.02677354,0.579163671,0.233981293,0.302051609,84.5,58.08449139,19.76299634
18,MT,Montana,0.212696696,26.4,-8.418,0.11,1,21.94,5.092989986,57375.18779,11.4,35,0.416028199,0.32,0.32,0,0,30.44559,0.000563981,42,16.33151597,0.558075964,0.217301946,0.255035594,30,40.06831152,14.80642516
19,AL,Alabama,0.14894579,1.1,-4.908,0.1,0,22.62,12.57031295,59133.47322,8.9,42,0.370886252,0.228571429,0.266666667,0,0,4.709692,1.99726301942306e-05,44,12.99207365,0.545506358,0.260220705,0.336372068,20,25.92026682,12.55112194
20,ND,North Dakota,0.193397548,64,2.927,0.09,0,21.35,6.32841719,63120.28812,-3.1,36,0.327825916,0.085106383,0.127659574,0,0,NA,NA,47,14.29168831,0.541460693,0.23408068,0.254604256,58.5,NA,NA
21,ID,Idaho,0.128707428,12.1,11.886,0.11,0,19.67,9.52419696,64038.47084,25.7,26,0.341228571,0.2,0.157142857,0,0,22.491701,0.000245318,15,12.49919497,0.562173128,0.231252374,0.264192695,34.5,35.49115793,11.39266777
22,MA,Massachusetts,0.754680701,11,-12.44,0.12,1,49.99,8.029131449,85430.45021,14,15,0.671155495,0.9,0.83125,1,1,210.306525,0.000347984,23,26.58358741,0.585763514,0.245686865,0.29035167,68,43.53280272,10.36285383
23,NY,New York,0.694948106,7.1,-8.289,0.16,1,22.13,12.25710217,68111.90349,8.5,20,0.617168349,0.666666667,0.68,1,1,9845.224887,0.005582698,41,27.28226444,0.606758833,0.239969901,0.372098672,94,31.94444444,9.998813056
24,VT,Vermont,0.608250567,15.5,-5.77,0.14,1,34.83,11.46394684,61809.10604,6.2,29,0.682989531,0.7,0.693333333,0,0.5,6.398064,0.000184865,9,28.59445141,0.579662919,0.232547871,0.272259443,100,25.60508302,17.67322165
25,MO,Missouri,0.331273592,10.2,-1.736,0.09,1,22.46,13.246663,61776.21937,8.1,32,0.421641794,0.294117647,0.312883436,0,0,NA,NA,35,16.42127773,0.530996859,0.229259496,0.282745315,29,23.54117783,8.072841999
26,WY,Wyoming,0.137595761,60.5,-10.877,0.08,0,20.19,5.076725213,76591.20537,-0.9,37,0.275195656,0.064516129,0.080645161,0,0,NA,NA,25,11.07651439,0.532051623,0.204532364,0.250197667,12,49.95574569,11.56764745
27,IA,Iowa,0.290180162,85.7,-1.137,0.11,0,20.7,14.54907113,62913.918,5.7,23,0.456971109,0.32,0.36,0,0,296.52745,0.001498777,6,18.6033683,0.587385118,0.233443976,0.275283674,52.5,24.41206338,12.44975568
28,IL,Illinois,0.494461858,19.6,-11.184,0.13,1,25.12,11.0998508,69011.44039,3.8,17,0.586590437,0.661016949,0.661016949,1,1,1065.541186,0.001233021,43,23.32385353,0.558254421,0.242371479,0.309645845,67,51.40853485,9.732300611
29,WV,West Virginia,0.16707647,6.2,-6.432,0.1,0,19.75,8.316996272,61824.94745,1.8,46,0.302014677,0.088235294,0.11,0,0,1700,0.022214817,30,12.51841837,0.497780681,0.228432214,0.277147776,57,38.02186419,21.41254429
30,SC,South Carolina,0.161762585,3.6,-4.04,0.09,0,20.9,9.344913323,62142.29787,11.5,27,0.440733913,0.326086957,0.290322581,0,0,1890.13276,0.00753421,34,15.38585383,0.474662811,0.252610159,0.335336757,22,24.37833384,10.88215854
31,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,12.23987386,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
32,IL,Illinois,0.494461858,19.6,-11.184,0.13,1,25.12,10.01358215,69011.44039,3.8,17,0.586590437,0.661016949,0.661016949,1,1,1065.541186,0.001233021,43,23.32385353,0.558254421,0.242371479,0.309645845,67,51.40853485,9.732300611
33,OH,Ohio,0.238911747,2.9,-5.499,0.1,1,21.83,11.39424743,62305.78298,5.7,12,0.459233024,0.212121212,0.313131313,0,0,3782.396369,0.005484267,36,18.22359339,0.532747269,0.231219838,0.295419353,59,32.75533935,10.56252894
34,WV,West Virginia,0.16707647,6.2,-6.432,0.1,0,19.75,5.621484006,61824.94745,1.8,46,0.302014677,0.088235294,0.11,0,0,1700,0.022214817,30,12.51841837,0.497780681,0.228432214,0.277147776,57,38.02186419,21.41254429
35,OH,Ohio,0.238911747,2.9,-5.499,0.1,1,21.83,15.20198969,62305.78298,5.7,12,0.459233024,0.212121212,0.313131313,0,0,3782.396369,0.005484267,36,18.22359339,0.532747269,0.231219838,0.295419353,59,32.75533935,10.56252894
36,CO,Colorado,0.792641391,36.6,-3.446,0.1,1,25.3,4.640031706,71286.57186,18.8,11,0.569383195,0.657142857,0.707692308,1,1,0.190688,4.58258594271191e-07,8,21.01873323,0.596493185,0.22608516,0.293155232,55,21.28430316,7.200159395
37,MO,Missouri,0.331273592,10.2,-1.736,0.09,1,22.46,10.18204156,61776.21937,8.1,32,0.421641794,0.294117647,0.312883436,0,0,NA,NA,35,16.42127773,0.530996859,0.229259496,0.282745315,29,23.54117783,8.072841999
38,SC,South Carolina,0.161762585,3.6,-4.04,0.09,0,20.9,12.59093392,62142.29787,11.5,27,0.440733913,0.326086957,0.290322581,0,0,1890.13276,0.00753421,34,15.38585383,0.474662811,0.252610159,0.335336757,22,24.37833384,10.88215854
39,GA,Georgia,0.270791424,5.1,-14.13,0.09,0,25.36,12.26206789,56979.44017,12.4,4,0.501283338,0.410714286,0.433333333,0,0,4852.224547,0.007398632,33,16.56847228,0.557669342,0.25764463,0.330139784,19,24.19094554,8.53187318
40,OH,Ohio,0.238911747,2.9,-5.499,0.1,1,21.83,9.993939682,62305.78298,5.7,12,0.459233024,0.212121212,0.313131313,0,0,3782.396369,0.005484267,36,18.22359339,0.532747269,0.231219838,0.295419353,59,32.75533935,10.56252894
41,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,4.664520059,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
42,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,9.036387793,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
43,IA,Iowa,0.290180162,85.7,-1.137,0.11,0,20.7,16.11616108,62913.918,5.7,23,0.456971109,0.32,0.36,0,0,296.52745,0.001498777,6,18.6033683,0.587385118,0.233443976,0.275283674,52.5,24.41206338,12.44975568
44,OH,Ohio,0.238911747,2.9,-5.499,0.1,1,21.83,19.79448121,62305.78298,5.7,12,0.459233024,0.212121212,0.313131313,0,0,3782.396369,0.005484267,36,18.22359339,0.532747269,0.231219838,0.295419353,59,32.75533935,10.56252894
45,CO,Colorado,0.792641391,36.6,-3.446,0.1,1,25.3,5.740500287,71286.57186,18.8,11,0.569383195,0.657142857,0.707692308,1,1,0.190688,4.58258594271191e-07,8,21.01873323,0.596493185,0.22608516,0.293155232,55,21.28430316,7.200159395
46,IA,Iowa,0.290180162,85.7,-1.137,0.11,0,20.7,11.53292934,62913.918,5.7,23,0.456971109,0.32,0.36,0,0,296.52745,0.001498777,6,18.6033683,0.587385118,0.233443976,0.275283674,52.5,24.41206338,12.44975568
47,MI,Michigan,0.46898979,10.3,-4.329,0.09,1,24.41,13.35708335,62656.04184,6.9,10,0.514135593,0.526315789,0.509090909,1,1,6626.089836,0.01227285,12,20.2962042,0.634667099,0.229661059,0.29159196,78,29.95383747,11.58491082
48,AL,Alabama,0.14894579,1.1,-4.908,0.1,0,22.62,13.52187416,59133.47322,8.9,42,0.370886252,0.228571429,0.266666667,0,0,4.709692,1.99726301942306e-05,44,12.99207365,0.545506358,0.260220705,0.336372068,20,25.92026682,12.55112194
49,DE,Delaware,0.581598245,2,-10.084,0.12,1,25.77,9.799615998,66068.43361,8.1,18,0.596267442,0.714285714,0.634146341,1,1,63.23985,0.000841262,29,49.70764667,0.546335101,0.248804181,0.321230905,85,41.75069926,15.31423351
50,MN,Minnesota,0.611065747,25.9,-8.719,0.12,1,27.12,7.80306549,68943.28282,6.9,5,0.536395136,0.507462687,0.52238806,1,1,68.408479,0.000180444,3,19.27243163,0.580286026,0.223405064,0.276763279,76,30.52459121,11.44363337
51,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,6.383787844,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
52,PA,Pennsylvania,0.52491072,3.3,-2.053,0.11,1,24.07,20.06520488,64076.61493,2.4,15,0.505892053,0.44,0.502463054,1,0.5,450.739908,0.000583606,38,20.46884428,0.533220232,0.222925474,0.319624748,73,28.39852171,11.83605387
53,OR,Oregon,0.687848302,18.8,2.317,0.11,1,19.96,10.6628624,72774.82964,12.9,21,0.58307157,0.566666667,0.583333333,1,1,1172.804994,0.004604501,1,22.02677354,0.579163671,0.233981293,0.302051609,84.5,58.08449139,19.76299634
54,IN,Indiana,0.18647309,11.4,-8.498,0.09,0,25.35,19.33544645,61458.92117,10.8,13,0.41804952,0.18,0.3,0,0,1299.934632,0.003282587,17,16.38610986,0.525077939,0.240882712,0.274320628,26.5,23.46411065,9.622435121
55,ND,North Dakota,0.193397548,64,2.927,0.09,0,21.35,8.744444685,63120.28812,-3.1,36,0.327825916,0.085106383,0.127659574,0,0,NA,NA,47,14.29168831,0.541460693,0.23408068,0.254604256,58.5,NA,NA
56,NM,New Mexico,0.366152262,62.8,-6.054,0.1,1,19.22,3.66433262,57064.54288,8.7,43,0.555184902,0.642857143,0.642857143,1,1,208.981308,0.002062689,26,22.01958325,0.557929695,0.261076653,0.336403407,84.5,25.26109761,20.44877382
57,AR,Arkansas,0.272448833,2,-0.164,0.1,0,21.63,12.22244692,53892.61978,10.9,44,0.357875667,0.171428571,0.18,0,0,21.89687,0.000159417,19,12.53593946,0.486100018,0.24423437,0.303640746,32.5,34.74636387,20.08268658
58,AZ,Arizona,0.314265679,16.2,-8.625,0.1,0,23.05,11.69544894,76183.07929,21.1,14,0.501568317,0.466666667,0.483333333,1,0.5,454.561758,0.001126619,14,16.78966655,0.572675049,0.244885617,0.301865892,30,40.31962884,13.93940713
59,AR,Arkansas,0.272448833,2,-0.164,0.1,0,21.63,22.50441935,53892.61978,10.9,44,0.357875667,0.171428571,0.18,0,0,21.89687,0.000159417,19,12.53593946,0.486100018,0.24423437,0.303640746,32.5,34.74636387,20.08268658
60,IN,Indiana,0.18647309,11.4,-8.498,0.09,0,25.35,23.57669473,61458.92117,10.8,13,0.41804952,0.18,0.3,0,0,1299.934632,0.003282587,17,16.38610986,0.525077939,0.240882712,0.274320628,26.5,23.46411065,9.622435121
61,CA,California,0.914532924,32.9,-8.301,0.14,1,50.08,10.94790365,87876.6167,15.6,25,0.649089114,0.8,0.775,1,1,570.026,0.000179963,20,26.28857782,0.593053102,0.273065225,0.332515879,80,35.29813857,11.66949361
62,FL,Florida,0.339399685,8.8,-5.239,0.09,0,26.84,4.37335108,61660.86646,20.1,8,0.483052453,0.3,0.3,0,0,1306.027888,0.001071894,32,17.38986658,0.575741112,0.271232651,0.338166328,50.5,25.85134575,7.321697189
63,ND,North Dakota,0.193397548,64,2.927,0.09,0,21.35,9.460123652,63120.28812,-3.1,36,0.327825916,0.085106383,0.127659574,0,0,NA,NA,47,14.29168831,0.541460693,0.23408068,0.254604256,58.5,NA,NA
64,MI,Michigan,0.46898979,10.3,-4.329,0.09,1,24.41,23.01776392,62656.04184,6.9,10,0.514135593,0.526315789,0.509090909,1,1,6626.089836,0.01227285,12,20.2962042,0.634667099,0.229661059,0.29159196,78,29.95383747,11.58491082
65,MT,Montana,0.212696696,26.4,-8.418,0.11,1,21.94,4.591257925,57375.18779,11.4,35,0.416028199,0.32,0.32,0,0,30.44559,0.000563981,42,16.33151597,0.558075964,0.217301946,0.255035594,30,40.06831152,14.80642516
66,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,15.77788995,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
67,NC,North Carolina,0.625870668,9,-7.474,0.1,0,19.18,11.72928387,58104.25992,11.4,1,0.493158175,0.4,0.4,1,0.5,4708.252774,0.007730382,16,17.35499567,0.543512762,0.260586091,0.330378759,41.5,18.96821527,9.15706678
68,SC,South Carolina,0.161762585,3.6,-4.04,0.09,0,20.9,19.36182509,62142.29787,11.5,27,0.440733913,0.326086957,0.290322581,0,0,1890.13276,0.00753421,34,15.38585383,0.474662811,0.252610159,0.335336757,22,24.37833384,10.88215854
69,MS,Mississippi,0.224989193,1.1,1.18,0.1,0,19.66,16.06505018,53337.11015,3.5,48,0.416150142,0.307692308,0.336065574,0,0,705.95807,0.00618432,49,14.89009532,0.526288331,0.276477772,0.37133728,30,26.87453448,17.55103031
70,PA,Pennsylvania,0.52491072,3.3,-2.053,0.11,1,24.07,14.16307649,64076.61493,2.4,15,0.505892053,0.44,0.502463054,1,0.5,450.739908,0.000583606,38,20.46884428,0.533220232,0.222925474,0.319624748,73,28.39852171,11.83605387
71,VA,Virginia,0.400964448,4,-11.004,0.13,0,23.42,19.15489967,61553.50458,12,2,0.55154687,0.525,0.51,0,0.5,140,0.000242649,37,19.21795955,0.592493236,0.247026659,0.325550792,62,35.32782737,9.76533376
72,CT,Connecticut,0.533286727,6.4,7.265,0.15,1,44.17,12.50496367,82940.68705,1,31,0.601950491,0.666666667,0.649006623,1,1,436.16759,0.001576497,22,24.75180569,0.599432468,0.24227624,0.313583809,79,40.48463996,12.28310583
73,MT,Montana,0.212696696,26.4,-8.418,0.11,1,21.94,6.152678772,57375.18779,11.4,35,0.416028199,0.32,0.32,0,0,30.44559,0.000563981,42,16.33151597,0.558075964,0.217301946,0.255035594,30,40.06831152,14.80642516
74,HI,Hawaii,0.507679861,34.3,-12.505,0.14,1,107.6,2.446651404,48192.64857,-2.5,47,0.650335179,0.92,0.882352941,1,1,NA,NA,28,33.40513379,0.62610966,0.245416604,0.303109365,89,NA,NA
75,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,7.67866485,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
76,AL,Alabama,0.14894579,1.1,-4.908,0.1,0,22.62,18.64543871,59133.47322,8.9,42,0.370886252,0.228571429,0.266666667,0,0,4.709692,1.99726301942306e-05,44,12.99207365,0.545506358,0.260220705,0.336372068,20,25.92026682,12.55112194
77,ID,Idaho,0.128707428,12.1,11.886,0.11,0,19.67,10.06145434,64038.47084,25.7,26,0.341228571,0.2,0.157142857,0,0,22.491701,0.000245318,15,12.49919497,0.562173128,0.231252374,0.264192695,34.5,35.49115793,11.39266777
78,IN,Indiana,0.18647309,11.4,-8.498,0.09,0,25.35,13.53268166,61458.92117,10.8,13,0.41804952,0.18,0.3,0,0,1299.934632,0.003282587,17,16.38610986,0.525077939,0.240882712,0.274320628,26.5,23.46411065,9.622435121
79,FL,Florida,0.339399685,8.8,-5.239,0.09,0,26.84,5.485991758,61660.86646,20.1,8,0.483052453,0.3,0.3,0,0,1306.027888,0.001071894,32,17.38986658,0.575741112,0.271232651,0.338166328,50.5,25.85134575,7.321697189
80,MS,Mississippi,0.224989193,1.1,1.18,0.1,0,19.66,11.8719489,53337.11015,3.5,48,0.416150142,0.307692308,0.336065574,0,0,705.95807,0.00618432,49,14.89009532,0.526288331,0.276477772,0.37133728,30,26.87453448,17.55103031
81,TN,Tennessee,0.185275838,0.8,-8.574,0.08,0,19.18,16.73312062,60623.71981,15.9,3,0.381722296,0.181818182,0.242424242,0,0,1476.710818,0.003583369,45,13.57624407,0.527023137,0.256902227,0.287995164,26.5,28.15561592,9.250940839
82,AR,Arkansas,0.272448833,2,-0.164,0.1,0,21.63,23.71564676,53892.61978,10.9,44,0.357875667,0.171428571,0.18,0,0,21.89687,0.000159417,19,12.53593946,0.486100018,0.24423437,0.303640746,32.5,34.74636387,20.08268658
83,MO,Missouri,0.331273592,10.2,-1.736,0.09,1,22.46,19.3465306,61776.21937,8.1,32,0.421641794,0.294117647,0.312883436,0,0,NA,NA,35,16.42127773,0.530996859,0.229259496,0.282745315,29,23.54117783,8.072841999
84,MO,Missouri,0.331273592,10.2,-1.736,0.09,1,22.46,10.23417094,61776.21937,8.1,32,0.421641794,0.294117647,0.312883436,0,0,NA,NA,35,16.42127773,0.530996859,0.229259496,0.282745315,29,23.54117783,8.072841999
85,NE,Nebraska,0.224206496,37.6,-2.323,0.12,0,21.14,20.92894664,57505.2728,11.2,28,0.402159478,NA,NA,0,0.5,648.233639,0.004728937,7,13.54702329,0.533818722,0.219736938,0.258371685,10,34.64190447,9.535281598
86,WA,Washington,0.682489995,9.4,-7.058,0.11,1,18.08,10.72112772,76171.51236,21.6,7,0.599255032,0.591836735,0.591836735,1,1,1445.075503,0.002253903,2,23.03003415,0.52459228,0.227207827,0.271427975,81,26.00661843,8.494801097
87,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,10.66639699,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
88,TN,Tennessee,0.185275838,0.8,-8.574,0.08,0,19.18,12.56080238,60623.71981,15.9,3,0.381722296,0.181818182,0.242424242,0,0,1476.710818,0.003583369,45,13.57624407,0.527023137,0.256902227,0.287995164,26.5,28.15561592,9.250940839
89,WI,Wisconsin,0.43024134,4.1,-3.3,0.11,0,24.88,11.64015847,62694.97699,4.3,33,0.503179523,0.303030303,0.353535354,1,0.5,448.399748,0.001335761,10,19.33653858,0.547334492,0.217414129,0.273797082,72.5,41.08567778,15.11856477
90,LA,Louisiana,0.261831466,0.5,-0.298,0.09,0,22.1,7.403214152,79001.69747,-3.6,49,0.405355595,0.282051282,0.304761905,0,0,6900.755748,0.029839519,48,13.85816272,0.58442986,0.267211686,0.361926686,25.5,27.53389457,12.84996416
91,LA,Louisiana,0.261831466,0.5,-0.298,0.09,0,22.1,11.12499303,79001.69747,-3.6,49,0.405355595,0.282051282,0.304761905,0,0,6900.755748,0.029839519,48,13.85816272,0.58442986,0.267211686,0.361926686,25.5,27.53389457,12.84996416
92,NV,Nevada,0.60739508,28.1,-1.367,0.1,0,24.9,3.372975439,65330.61863,14.7,30,0.512275279,0.619047619,0.619047619,0,0.5,1269.007428,0.006777937,13,21.00991204,0.556712091,0.243042708,0.311081178,60,38.84245935,8.481264265
93,ID,Idaho,0.128707428,12.1,11.886,0.11,0,19.67,19.00893218,64038.47084,25.7,26,0.341228571,0.2,0.157142857,0,0,22.491701,0.000245318,15,12.49919497,0.562173128,0.231252374,0.264192695,34.5,35.49115793,11.39266777
94,KY,Kentucky,0.219657071,0.2,-12.234,0.1,0,21.72,15.06429729,58106.11701,6.9,38,0.367982035,0.184210526,0.2,1,0.5,1272.319743,0.005847915,39,13.07070349,0.561427951,0.228726992,0.285950674,22,22.81812644,16.85154148
95,NE,Nebraska,0.224206496,37.6,-2.323,0.12,0,21.14,9.855922396,57505.2728,11.2,28,0.402159478,NA,NA,0,0.5,648.233639,0.004728937,7,13.54702329,0.533818722,0.219736938,0.258371685,10,34.64190447,9.535281598
96,AR,Arkansas,0.272448833,2,-0.164,0.1,0,21.63,11.49483713,53892.61978,10.9,44,0.357875667,0.171428571,0.18,0,0,21.89687,0.000159417,19,12.53593946,0.486100018,0.24423437,0.303640746,32.5,34.74636387,20.08268658
97,CA,California,0.914532924,32.9,-8.301,0.14,1,50.08,8.323404176,87876.6167,15.6,25,0.649089114,0.8,0.775,1,1,570.026,0.000179963,20,26.28857782,0.593053102,0.273065225,0.332515879,80,35.29813857,11.66949361
98,KY,Kentucky,0.219657071,0.2,-12.234,0.1,0,21.72,14.65124055,58106.11701,6.9,38,0.367982035,0.184210526,0.2,1,0.5,1272.319743,0.005847915,39,13.07070349,0.561427951,0.228726992,0.285950674,22,22.81812644,16.85154148
99,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,4.494273462,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
100,GA,Georgia,0.270791424,5.1,-14.13,0.09,0,25.36,9.913747991,56979.44017,12.4,4,0.501283338,0.410714286,0.433333333,0,0,4852.224547,0.007398632,33,16.56847228,0.557669342,0.25764463,0.330139784,19,24.19094554,8.53187318
101,WI,Wisconsin,0.43024134,4.1,-3.3,0.11,0,24.88,13.62543726,62694.97699,4.3,33,0.503179523,0.303030303,0.353535354,1,0.5,448.399748,0.001335761,10,19.33653858,0.547334492,0.217414129,0.273797082,72.5,41.08567778,15.11856477
102,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,5.555648718,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
103,WI,Wisconsin,0.43024134,4.1,-3.3,0.11,0,24.88,17.88216462,62694.97699,4.3,33,0.503179523,0.303030303,0.353535354,1,0.5,448.399748,0.001335761,10,19.33653858,0.547334492,0.217414129,0.273797082,72.5,41.08567778,15.11856477
104,IA,Iowa,0.290180162,85.7,-1.137,0.11,0,20.7,15.97883107,62913.918,5.7,23,0.456971109,0.32,0.36,0,0,296.52745,0.001498777,6,18.6033683,0.587385118,0.233443976,0.275283674,52.5,24.41206338,12.44975568
105,TX,Texas,0.337290444,29.5,1.003,0.09,0,20.89,3.200036381,69643.50291,15.4,6,0.471692788,0.35483871,0.426666667,0,0,2004.947997,0.001042069,18,14.94194945,0.475048274,0.259371388,0.313956512,16.5,7.705398685,6.109622005
106,OH,Ohio,0.238911747,2.9,-5.499,0.1,1,21.83,13.28755751,62305.78298,5.7,12,0.459233024,0.212121212,0.313131313,0,0,3782.396369,0.005484267,36,18.22359339,0.532747269,0.231219838,0.295419353,59,32.75533935,10.56252894
107,TN,Tennessee,0.185275838,0.8,-8.574,0.08,0,19.18,9.924409328,60623.71981,15.9,3,0.381722296,0.181818182,0.242424242,0,0,1476.710818,0.003583369,45,13.57624407,0.527023137,0.256902227,0.287995164,26.5,28.15561592,9.250940839
108,GA,Georgia,0.270791424,5.1,-14.13,0.09,0,25.36,10.41000091,56979.44017,12.4,4,0.501283338,0.410714286,0.433333333,0,0,4852.224547,0.007398632,33,16.56847228,0.557669342,0.25764463,0.330139784,19,24.19094554,8.53187318
109,OR,Oregon,0.687848302,18.8,2.317,0.11,1,19.96,18.53623149,72774.82964,12.9,21,0.58307157,0.566666667,0.583333333,1,1,1172.804994,0.004604501,1,22.02677354,0.579163671,0.233981293,0.302051609,84.5,58.08449139,19.76299634
